ID,Name,FullName,Age,Height,Weight,PhotoUrl,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,NationalPosition,NationalNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,ID_to_Age_ratio,ID_to_Height_ratio,ID_to_Weight_ratio,ID_to_Overall_ratio,Age_to_Height_ratio,Age_to_Weight_ratio,Age_to_Overall_ratio,Height_to_Weight_ratio,Height_to_Overall_ratio,Weight_to_Overall_ratio
233064,M. Mount,Mason Mount,23,180,74,https://cdn.sofifa.net/players/233/064/23_60.png,England,84,87,3,2119,444,"CAM,RW",CAM,Chelsea,57500000,130000,110700000,RW,2024.0,19.0,2016,False,England,CAM,19.0,Right,3,4,3,High,High,74,81,85,82,55,67,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84,55,57,41,11,12,13,8,12,81,82,82,82,82,82,86,85,85,85,74,74,74,71,64,71,22,10133.217391304348,1294.8,3149.5135135135133,2774.5714285714284,0.12777777777777777,0.3108108108108108,0.27380952380952384,2.4324324324324325,2.142857142857143,0.8809523809523809
233049,J. Sancho,Jadon Sancho,22,180,76,https://cdn.sofifa.net/players/233/049/23_60.png,England,84,88,4,1977,420,"LW,RW,LM",CAM,Manchester United,61500000,155000,121500000,LM,2026.0,25.0,2021,False,England,SUB,17.0,Right,3,3,5,High,Medium,81,74,81,89,36,59,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85,32,39,32,7,11,10,11,13,78,83,82,82,82,83,86,86,80,86,67,63,67,61,50,61,21,10593.136363636364,1294.7166666666667,3066.434210526316,2774.3928571428573,0.12222222222222222,0.2894736842105263,0.2619047619047619,2.3684210526315788,2.142857142857143,0.9047619047619048
232756,F. Tomori,Fikayo Tomori,24,185,79,https://cdn.sofifa.net/players/232/756/23_60.png,England,84,90,6,1875,419,CB,CB,AC Milan,60500000,75000,115000000,CB,2027.0,23.0,2021,False,Not in team,,,Right,2,4,2,Medium,High,86,40,60,66,86,81,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81,86,89,82,10,13,10,11,7,62,61,60,60,60,61,63,65,67,65,79,79,79,81,86,81,20,9698.166666666666,1258.1405405405405,2946.278481012658,2770.904761904762,0.12972972972972974,0.3037974683544304,0.2857142857142857,2.3417721518987342,2.2023809523809526,0.9404761904761905
230938,F. Kessié,Franck Yannick Kessié,25,183,88,https://cdn.sofifa.net/players/230/938/23_60.png,Côte d'Ivoire,84,86,2,2206,476,"CDM,CM",CDM,FC Barcelona,47500000,165000,100900000,SUB,2026.0,19.0,2022,False,Not in team,,,Right,3,4,3,High,High,78,76,74,79,82,87,66,73,68,83,60,78,61,54,75,84,77,79,70,81,77,84,72,93,86,78,84,84,74,76,88,84,85,84,78,9,11,12,12,10,80,77,78,78,78,77,82,81,83,81,84,86,84,84,84,84,21,9237.52,1261.9562841530055,2624.2954545454545,2749.2619047619046,0.1366120218579235,0.2840909090909091,0.2976190476190476,2.0795454545454546,2.1785714285714284,1.0476190476190477
230142,Oyarzabal,Mikel Oyarzabal Ugarte,25,181,79,https://cdn.sofifa.net/players/230/142/23_60.png,Spain,84,86,2,2044,428,"LW,RW",LW,Real Sociedad,53000000,57000,115300000,SUB,2024.0,10.0,2014,False,Spain,LW,21.0,Left,2,3,3,High,Medium,79,83,80,83,41,62,81,85,60,82,74,84,77,78,73,85,80,78,79,80,80,80,72,79,57,81,52,29,85,82,84,83,55,32,30,10,6,10,13,11,81,83,82,82,82,83,84,84,78,84,65,62,65,61,52,61,20,9205.68,1271.5027624309391,2913.1898734177216,2739.785714285714,0.13812154696132597,0.31645569620253167,0.2976190476190476,2.2911392405063293,2.1547619047619047,0.9404761904761905
228251,L. Pellegrini,Lorenzo Pellegrini,26,186,77,https://cdn.sofifa.net/players/228/251/23_60.png,Italy,84,87,3,2258,475,"CAM,CM",CAM,Roma,55000000,95000,97600000,CM,2026.0,7.0,2017,False,Italy,SUB,7.0,Right,2,4,3,High,High,79,77,83,84,74,78,74,77,74,88,74,82,74,79,85,87,79,79,80,85,82,79,70,90,74,76,74,72,80,87,82,84,73,76,73,12,7,10,13,11,82,82,82,82,82,82,86,85,86,85,81,82,81,80,78,80,21,8778.884615384615,1227.1559139784947,2964.2987012987014,2717.2738095238096,0.13978494623655913,0.33766233766233766,0.30952380952380953,2.4155844155844157,2.2142857142857144,0.9166666666666666
226790,W. Ndidi,Wilfred Ndidi,25,183,74,https://cdn.sofifa.net/players/226/790/23_60.png,Nigeria,84,86,2,2087,437,"CDM,CM",CB,Leicester City,47500000,105000,93800000,CDM,2024.0,25.0,2017,False,Not in team,,,Right,1,4,3,Medium,High,66,62,68,73,85,83,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80,86,88,84,13,14,7,7,13,71,68,70,70,70,68,72,72,78,72,81,84,81,81,85,81,22,9071.6,1239.2896174863388,3064.7297297297296,2699.8809523809523,0.1366120218579235,0.33783783783783783,0.2976190476190476,2.472972972972973,2.1785714285714284,0.8809523809523809
226161,Marcos Llorente,Marcos Llorente Moreno,27,184,74,https://cdn.sofifa.net/players/226/161/23_60.png,Spain,84,85,1,2244,489,"CM,RM,RB",CAM,Atlético de Madrid,48000000,81000,102000000,SUB,2027.0,14.0,2019,False,Spain,SUB,6.0,Right,3,4,3,High,Medium,88,79,81,82,78,81,74,80,67,86,66,82,75,63,81,84,85,90,82,85,68,84,69,90,77,77,82,81,84,84,65,83,79,79,74,13,6,6,11,15,84,83,83,83,83,83,85,85,85,85,85,85,85,84,81,84,22,8376.333333333334,1229.1358695652175,3056.2297297297296,2692.3928571428573,0.14673913043478262,0.36486486486486486,0.32142857142857145,2.4864864864864864,2.1904761904761907,0.8809523809523809
222665,M. Ødegaard,Martin Ødegaard,23,178,68,https://cdn.sofifa.net/players/222/665/23_60.png,Norway,84,89,5,2109,442,"CAM,CM",CAM,Arsenal,63500000,105000,125400000,CAM,2026.0,8.0,2021,False,Norway,CM,10.0,Left,3,2,5,High,Medium,76,75,86,84,58,63,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78,65,49,51,14,15,15,8,10,78,82,80,80,80,82,86,85,84,85,75,74,75,72,64,72,22,9681.08695652174,1250.926966292135,3274.485294117647,2650.7738095238096,0.12921348314606743,0.3382352941176471,0.27380952380952384,2.6176470588235294,2.119047619047619,0.8095238095238095
246430,D. Vlahović,Dušan Vlahović,22,190,75,https://cdn.sofifa.net/players/246/430/23_60.png,Serbia,84,91,7,1912,416,ST,ST,Juventus,86500000,140000,164400000,ST,2026.0,9.0,2022,False,Not in team,,,Left,2,3,3,Medium,Medium,80,85,66,78,28,79,57,88,77,73,78,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68,73,80,19,26,24,5,15,6,11,10,86,79,82,82,82,79,80,79,73,79,58,56,58,55,50,55,20,11201.363636363636,1297.0,3285.733333333333,2933.690476190476,0.11578947368421053,0.29333333333333333,0.2619047619047619,2.533333333333333,2.261904761904762,0.8928571428571429
219693,Diego Carlos,Diego Carlos Santos Silva,29,186,79,https://cdn.sofifa.net/players/219/693/23_60.png,Brazil,83,83,0,1918,417,CB,CB,Aston Villa,30500000,105000,58000000,SUB,2026.0,3.0,2022,False,Not in team,,,Right,2,4,3,Medium,High,76,47,63,67,82,82,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,68,87,57,85,83,52,63,41,75,84,80,81,7,10,14,7,11,66,62,65,65,65,62,68,66,72,66,74,80,74,77,83,77,19,7575.620689655172,1181.1451612903227,2780.9240506329115,2646.9036144578313,0.15591397849462366,0.3670886075949367,0.3493975903614458,2.3544303797468356,2.2409638554216866,0.9518072289156626
220651,Angeliño,José Ángel Esmoris Tasende,25,171,69,https://cdn.sofifa.net/players/220/651/23_60.png,Spain,83,85,2,2209,461,"LWB,LM",LM,TSG Hoffenheim,42000000,64000,0,LWB,2023.0,11.0,2021,True,Not in team,,,Left,2,3,4,High,High,78,71,82,84,76,70,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,78,81,79,79,79,81,82,84,82,84,83,81,83,82,77,82,21,8826.04,1290.3567251461989,3197.840579710145,2658.4457831325303,0.14619883040935672,0.36231884057971014,0.30120481927710846,2.4782608695652173,2.0602409638554215,0.8313253012048193
231443,O. Dembélé,Ousmane Dembélé,25,178,67,https://cdn.sofifa.net/players/231/443/23_60.png,France,83,86,3,2002,428,"RW,LW",LM,FC Barcelona,48000000,180000,102000000,RW,2024.0,7.0,2017,False,Not in team,,,Left,3,5,5,High,Medium,93,77,79,87,36,56,85,75,43,78,76,89,82,64,76,85,94,93,90,78,81,83,58,68,51,76,54,36,77,81,75,80,42,30,33,6,6,14,10,13,79,83,81,81,81,83,85,86,78,86,67,62,67,62,50,62,20,9257.72,1300.241573033708,3454.373134328358,2788.4698795180725,0.1404494382022472,0.373134328358209,0.30120481927710846,2.656716417910448,2.144578313253012,0.8072289156626506
220834,Marco Asensio,Marco Asensio Willemsen,26,182,76,https://cdn.sofifa.net/players/220/834/23_60.png,Spain,83,84,1,2036,431,RW,RW,Real Madrid CF,43000000,200000,91400000,SUB,2023.0,11.0,2015,False,Not in team,,,Left,3,3,4,High,Medium,82,80,81,83,43,62,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,81,82,81,81,81,82,84,84,81,84,69,66,69,65,55,65,21,8493.615384615385,1213.3736263736264,2905.7105263157896,2660.6506024096384,0.14285714285714285,0.34210526315789475,0.3132530120481928,2.3947368421052633,2.1927710843373496,0.9156626506024096
224293,Rúben Neves,Rúben Diogo da Silva Neves,25,180,80,https://cdn.sofifa.net/players/224/293/23_60.png,Portugal,83,86,3,2171,444,"CM,CDM",CM,Wolverhampton Wanderers,47500000,105000,93800000,CDM,2024.0,8.0,2017,False,Portugal,CDM,18.0,Right,2,4,3,Low,High,58,74,86,77,76,73,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,86,77,79,76,16,12,10,8,10,72,74,75,75,75,74,80,78,84,78,80,83,80,78,77,78,21,8971.72,1246.0722222222223,2803.6625,2702.3253012048194,0.1388888888888889,0.3125,0.30120481927710846,2.25,2.1686746987951806,0.963855421686747
225193,Merino,Mikel Merino Zazón,26,189,83,https://cdn.sofifa.net/players/225/193/23_60.png,Spain,83,86,3,2247,477,CM,CM,Real Sociedad,47000000,49000,102200000,CM,2025.0,8.0,2018,False,Not in team,,,Left,1,3,3,High,High,73,78,81,82,82,81,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,80,84,76,9,12,9,13,14,83,80,81,81,81,80,83,83,85,83,83,85,83,83,84,83,22,8661.26923076923,1191.4973544973545,2713.1686746987953,2713.1686746987953,0.13756613756613756,0.3132530120481928,0.3132530120481928,2.2771084337349397,2.2771084337349397,1.0
225375,K. Laimer,Konrad Laimer,25,180,72,https://cdn.sofifa.net/players/225/375/23_60.png,Austria,83,84,1,2156,468,"CDM,CM",CDM,RB Leipzig,38500000,64000,68300000,SUB,2023.0,27.0,2017,False,Austria,RM,20.0,Right,2,3,3,Medium,High,84,68,78,79,81,78,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12,76,78,77,77,77,78,80,81,82,81,84,84,84,83,81,83,21,9015.0,1252.0833333333333,3130.2083333333335,2715.3614457831327,0.1388888888888889,0.3472222222222222,0.30120481927710846,2.5,2.1686746987951806,0.8674698795180723
225850,P. Kimpembe,Presnel Kimpembe,26,189,80,https://cdn.sofifa.net/players/225/850/23_60.png,France,83,86,3,1943,429,CB,CB,Paris Saint-Germain,42000000,95000,80900000,RES,2024.0,3.0,2015,False,France,SUB,3.0,Left,3,3,2,Medium,High,80,43,68,69,83,86,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,66,64,64,64,64,64,69,71,75,71,81,84,81,83,86,83,21,8686.538461538461,1194.973544973545,2823.125,2721.0843373493976,0.13756613756613756,0.325,0.3132530120481928,2.3625,2.2771084337349397,0.963855421686747
226271,Fabián,Fabián Ruiz Peña,26,189,70,https://cdn.sofifa.net/players/226/271/23_60.png,Spain,83,85,2,2125,449,"CM,CDM",CM,Paris Saint-Germain,44500000,105000,85700000,SUB,2027.0,8.0,2022,False,Not in team,,,Left,2,3,4,Medium,Medium,61,79,80,83,74,72,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,85,70,78,75,16,11,7,13,13,79,80,81,81,81,80,84,82,85,82,80,81,80,78,75,78,22,8702.73076923077,1197.2010582010582,3232.442857142857,2726.156626506024,0.13756613756613756,0.37142857142857144,0.3132530120481928,2.7,2.2771084337349397,0.8433734939759037
228618,F. Mendy,Ferland Mendy,27,180,73,https://cdn.sofifa.net/players/228/618/23_60.png,France,83,84,1,2158,473,LB,LB,Real Madrid CF,38000000,170000,80800000,LB,2025.0,23.0,2019,False,Not in team,,,Left,1,5,4,High,High,92,64,77,78,78,84,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9,77,78,77,77,77,78,80,82,81,82,84,82,84,83,82,83,20,8467.333333333334,1270.1,3131.753424657534,2754.4337349397592,0.15,0.3698630136986301,0.3253012048192771,2.4657534246575343,2.1686746987951806,0.8795180722891566
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,30,177,75,https://cdn.sofifa.net/players/230/481/23_60.png,Brazil,83,83,0,2098,439,"CAM,RM",RM,Palmeiras,35000000,59000,63000000,RM,2025.0,10.0,2022,False,Brazil,RM,7.0,Right,1,4,4,Medium,Low,88,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,81,83,82,82,82,83,83,83,80,83,68,64,68,63,53,63,23,7682.7,1302.1525423728813,3073.08,2776.879518072289,0.1694915254237288,0.4,0.3614457831325301,2.36,2.1325301204819276,0.9036144578313253
230666,Gabriel Jesus,Gabriel Fernando de Jesus,25,175,73,https://cdn.sofifa.net/players/230/666/23_60.png,Brazil,83,86,3,2078,440,"ST,RW",ST,Arsenal,48500000,115000,95800000,ST,2027.0,9.0,2022,False,Not in team,,,Right,2,3,4,High,High,84,82,74,86,40,74,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,78,45,30,28,13,8,6,6,15,85,83,83,83,83,83,84,84,77,84,65,62,65,61,56,61,20,9226.64,1318.0914285714287,3159.8082191780823,2779.10843373494,0.14285714285714285,0.3424657534246575,0.30120481927710846,2.3972602739726026,2.108433734939759,0.8795180722891566
230869,Unai Simón,Unai Simón Mendibil,25,190,89,https://cdn.sofifa.net/players/230/869/23_60.png,Spain,83,86,3,1311,457,GK,GK,Athletic Club de Bilbao,37000000,30000,80500000,GK,2025.0,1.0,2015,False,Spain,GK,23.0,Right,3,3,1,Medium,Medium,82,79,77,85,49,85,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,46,11,18,12,82,79,77,85,85,35,28,31,31,31,28,35,34,37,34,33,36,33,32,33,32,85,9234.76,1215.1,2594.0337078651687,2781.5542168674697,0.13157894736842105,0.2808988764044944,0.30120481927710846,2.134831460674157,2.289156626506024,1.072289156626506
232293,V. Osimhen,Victor Osimhen,23,185,78,https://cdn.sofifa.net/players/232/293/23_60.png,Nigeria,83,89,6,1999,436,ST,ST,Napoli,58000000,72000,110200000,SUB,2025.0,9.0,2020,False,Not in team,,,Right,2,4,3,High,Medium,90,82,65,78,40,81,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6,85,79,81,81,81,79,79,79,72,79,62,60,62,60,58,60,21,10099.695652173914,1255.6378378378379,2978.1153846153848,2798.710843373494,0.12432432432432433,0.2948717948717949,0.27710843373493976,2.371794871794872,2.2289156626506026,0.9397590361445783
213648,P. Højbjerg,Pierre-Emile Højbjerg,26,187,84,https://cdn.sofifa.net/players/213/648/23_60.png,Denmark,83,85,2,2108,444,"CDM,CM",CDM,Tottenham Hotspur,40500000,110000,80000000,CM,2025.0,5.0,2020,False,Denmark,CM,23.0,Right,2,4,3,High,High,55,73,77,77,80,82,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,84,83,84,72,9,7,12,11,11,75,73,74,74,74,73,77,76,82,76,79,84,79,78,81,78,20,8217.23076923077,1142.5026737967914,2543.4285714285716,2574.0722891566265,0.13903743315508021,0.30952380952380953,0.3132530120481928,2.2261904761904763,2.253012048192771,1.0120481927710843
232488,C. Romero,Cristian Romero,24,185,79,https://cdn.sofifa.net/players/232/488/23_60.png,Argentina,83,88,5,1874,408,CB,CB,Tottenham Hotspur,49500000,95000,97800000,CB,2027.0,17.0,2022,False,Argentina,CB,13.0,Right,3,2,3,Medium,High,73,46,57,65,85,82,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,80,86,86,85,5,7,11,10,14,65,59,60,60,60,59,63,64,67,64,77,80,77,79,86,79,20,9687.0,1256.6918918918918,2942.8860759493673,2801.0602409638554,0.12972972972972974,0.3037974683544304,0.2891566265060241,2.3417721518987342,2.2289156626506026,0.9518072289156626
233419,Raphinha,Raphael Dias Belloli,25,176,68,https://cdn.sofifa.net/players/233/419/23_60.png,Brazil,83,86,3,2129,455,"RW,RM",LM,FC Barcelona,48000000,180000,102000000,SUB,2027.0,22.0,2022,False,Not in team,,,Left,2,4,4,High,High,91,79,77,85,50,73,79,77,45,76,72,87,81,79,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77,78,80,47,54,38,8,7,13,8,14,79,83,82,82,82,83,83,84,79,84,72,69,72,68,60,68,20,9336.76,1326.2443181818182,3432.6323529411766,2812.277108433735,0.14204545454545456,0.36764705882352944,0.30120481927710846,2.588235294117647,2.1204819277108435,0.8192771084337349
234153,Carlos Soler,Carlos Soler Barragán,25,180,76,https://cdn.sofifa.net/players/234/153/23_60.png,Spain,83,88,5,2183,463,"CM,RM,CDM",CM,Paris Saint-Germain,53000000,100000,102000000,SUB,2027.0,28.0,2022,False,Spain,SUB,17.0,Right,2,4,3,Medium,Medium,80,77,83,80,71,72,77,78,56,85,66,80,80,85,84,81,78,82,76,83,73,77,58,84,71,76,65,74,78,85,86,76,67,79,68,6,14,7,13,11,78,80,80,80,80,80,83,83,84,83,80,80,80,78,74,78,21,9366.12,1300.85,3080.9605263157896,2821.120481927711,0.1388888888888889,0.32894736842105265,0.30120481927710846,2.3684210526315788,2.1686746987951806,0.9156626506024096
235073,G. Kobel,Gregor Kobel,24,195,88,https://cdn.sofifa.net/players/235/073/23_60.png,Switzerland,83,88,5,1251,448,GK,GK,Borussia Dortmund,44000000,40000,78100000,GK,2026.0,1.0,2021,False,Not in team,,,Right,1,3,1,Medium,Medium,84,80,74,88,43,79,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,66,15,15,15,84,80,74,79,88,34,32,34,34,34,32,38,36,38,36,31,34,31,30,31,30,84,9794.708333333334,1205.502564102564,2671.284090909091,2832.2048192771085,0.12307692307692308,0.2727272727272727,0.2891566265060241,2.215909090909091,2.3493975903614457,1.0602409638554218
241464,Pau Torres,Pau Francisco Torres,25,191,80,https://cdn.sofifa.net/players/241/464/23_60.png,Spain,83,89,6,1891,413,CB,CB,Villarreal CF,50500000,43000,116200000,CB,2024.0,4.0,2016,False,Spain,SUB,12.0,Left,2,3,2,Medium,High,73,38,67,70,84,81,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,73,84,85,83,11,13,13,13,9,62,63,63,63,63,63,68,69,74,69,79,83,79,81,85,81,21,9658.56,1264.2094240837696,3018.3,2909.2048192771085,0.13089005235602094,0.3125,0.30120481927710846,2.3875,2.3012048192771086,0.963855421686747
242516,C. Gakpo,Cody Gakpo,23,189,76,https://cdn.sofifa.net/players/242/516/23_60.png,Netherlands,83,87,4,2057,445,LW,RM,PSV,52000000,29000,76700000,LW,2026.0,11.0,2016,False,Netherlands,SUB,9.0,Right,2,4,4,Medium,Medium,87,82,77,84,41,74,83,82,60,76,75,86,78,76,68,84,86,87,81,81,71,86,75,79,77,83,60,39,81,79,68,78,43,38,28,15,11,7,9,5,82,83,82,82,82,83,83,84,77,84,67,63,67,62,55,62,20,10544.173913043478,1283.1534391534392,3191.0,2921.879518072289,0.12169312169312169,0.3026315789473684,0.27710843373493976,2.486842105263158,2.2771084337349397,0.9156626506024096
253163,R. Araujo,Ronald Araujo,23,192,91,https://cdn.sofifa.net/players/253/163/23_60.png,Uruguay,83,89,6,1905,420,"CB,RB",CB,FC Barcelona,52000000,135000,117000000,CB,2026.0,4.0,2018,False,Not in team,,,Right,1,3,2,Medium,High,77,51,65,61,83,83,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,76,82,84,84,11,14,9,11,8,68,63,64,64,64,63,65,67,69,67,77,79,77,80,84,80,21,11007.08695652174,1318.5572916666667,2782.010989010989,3050.156626506024,0.11979166666666667,0.25274725274725274,0.27710843373493976,2.10989010989011,2.3132530120481927,1.0963855421686748
269760,R. Kent,Roy Kent,40,182,82,https://cdn.sofifa.net/players/269/760/23_60.png,England,83,83,0,2114,444,"CDM,CM",CDM,AFC Richmond,0,45000,0,CM,2024.0,6.0,2018,False,Not in team,,,Left,1,3,3,High,High,58,71,78,75,79,83,63,66,52,83,67,76,73,72,81,78,53,62,63,83,66,86,61,86,79,70,95,79,72,83,64,81,82,84,85,15,6,14,8,7,74,72,74,74,74,72,78,76,82,76,80,83,80,79,81,79,19,6744.0,1482.1978021978023,3289.756097560976,3250.120481927711,0.21978021978021978,0.4878048780487805,0.4819277108433735,2.2195121951219514,2.1927710843373496,0.9879518072289156
215333,D. Zapata,Duván Zapata,31,189,88,https://cdn.sofifa.net/players/215/333/23_60.png,Colombia,83,83,0,1928,422,ST,ST,Atalanta,30500000,77000,51900000,SUB,2024.0,91.0,2020,False,Not in team,,,Right,2,4,3,High,Medium,78,82,63,79,35,85,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,82,44,24,22,9,9,8,6,8,83,76,80,80,80,76,79,77,71,77,57,58,57,54,55,54,18,6946.225806451613,1139.3280423280423,2446.965909090909,2594.373493975904,0.164021164021164,0.3522727272727273,0.37349397590361444,2.147727272727273,2.2771084337349397,1.0602409638554218
214997,Á. Correa,Ángel Correa,27,171,70,https://cdn.sofifa.net/players/214/997/23_60.png,Argentina,83,84,1,2140,457,"ST,RM,CF",CF,Atlético de Madrid,42500000,80000,90300000,SUB,2026.0,10.0,2014,False,Argentina,SUB,9.0,Right,2,4,4,High,Medium,85,84,77,87,50,74,75,86,71,80,80,87,82,65,67,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66,77,42,53,44,13,10,9,8,16,84,84,84,84,84,84,84,84,80,84,71,69,71,68,62,68,22,7962.851851851852,1257.2923976608188,3071.385714285714,2590.3253012048194,0.15789473684210525,0.38571428571428573,0.3253012048192771,2.442857142857143,2.0602409638554215,0.8433734939759037
216460,J. Giménez,José María Giménez,27,185,79,https://cdn.sofifa.net/players/216/460/23_60.png,Uruguay,83,85,2,1820,402,CB,CB,Atlético de Madrid,38500000,68000,81800000,SUB,2025.0,2.0,2013,False,Not in team,,,Right,2,3,2,Medium,High,71,46,57,60,85,83,47,37,82,70,33,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38,75,87,85,85,9,11,7,10,15,60,55,56,56,56,55,58,60,65,60,75,78,75,78,85,78,20,8017.037037037037,1170.054054054054,2740.0,2607.9518072289156,0.14594594594594595,0.34177215189873417,0.3253012048192771,2.3417721518987342,2.2289156626506026,0.9518072289156626
213565,T. Lemar,Thomas Lemar,26,171,66,https://cdn.sofifa.net/players/213/565/23_60.png,France,83,86,3,2215,462,"CM,LM,RM",CAM,Atlético de Madrid,47000000,74000,99900000,SUB,2023.0,11.0,2018,False,Not in team,,,Left,3,3,4,High,High,82,78,83,87,68,64,82,77,54,84,77,88,85,81,80,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69,80,55,77,69,11,15,13,7,14,80,83,82,82,82,83,86,86,86,86,81,79,81,79,72,79,23,8214.038461538461,1248.9181286549708,3235.8333333333335,2573.0722891566265,0.15204678362573099,0.3939393939393939,0.3132530120481928,2.590909090909091,2.0602409638554215,0.7951807228915663
239580,Bremer,Gleison Bremer Silva Nascimento,25,188,82,https://cdn.sofifa.net/players/239/580/23_60.png,Brazil,83,87,4,1869,412,CB,CB,Juventus,45500000,115000,80800000,CB,2027.0,3.0,2022,False,Not in team,,,Right,1,2,2,High,Medium,78,50,56,65,84,79,46,49,86,69,38,62,42,24,69,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43,74,83,85,83,13,15,13,5,6,67,61,63,63,63,61,63,65,67,65,75,78,75,78,84,78,20,9583.2,1274.3617021276596,2921.7073170731705,2886.5060240963853,0.13297872340425532,0.3048780487804878,0.30120481927710846,2.292682926829268,2.2650602409638556,0.9879518072289156
193082,J. Cuadrado,Juan Cuadrado,34,179,72,https://cdn.sofifa.net/players/193/082/23_60.png,Colombia,83,83,0,2234,478,"RB,RM",RB,Juventus,13500000,120000,23000000,RB,2023.0,11.0,2017,False,Not in team,,,Right,3,3,5,High,Medium,90,75,78,87,76,72,84,70,68,81,70,90,82,69,73,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,82,5,5,13,6,9,81,83,81,81,81,83,83,83,82,83,83,81,83,83,79,83,18,5678.882352941177,1078.6703910614526,2681.6944444444443,2326.289156626506,0.18994413407821228,0.4722222222222222,0.40963855421686746,2.486111111111111,2.1566265060240966,0.8674698795180723
